t,kind,detail,fx,fy,com_x,com_y
9.771,state,ANKLE_RECOVER,,,,
9.791,state,STAND,,,,
9.825,state,ANKLE_RECOVER,,,,
9.83,state,STAND,,,,
9.84,state,ANKLE_RECOVER,,,,
9.8405,state,STAND,,,,
9.846,state,ANKLE_RECOVER,,,,
9.862,state,STAND,,,,
9.902,state,ANKLE_RECOVER,,,,
9.972,state,STAND,,,,
9.997,state,ANKLE_RECOVER,,,,
10.002,state,STAND,,,,
10.005,state,ANKLE_RECOVER,,,,
10.0055,state,STAND,,,,
10.01,state,ANKLE_RECOVER,,,,
10.0145,state,STAND,,,,
10.016,state,ANKLE_RECOVER,,,,
10.0315,state,STAND,,,,
10.066,state,ANKLE_RECOVER,,,,
10.0715,state,STAND,,,,
10.0765,state,ANKLE_RECOVER,,,,
10.077,state,STAND,,,,
10.0805,state,ANKLE_RECOVER,,,,
10.0815,state,STAND,,,,
10.0845,state,ANKLE_RECOVER,,,,
10.086,state,STAND,,,,
10.089,state,ANKLE_RECOVER,,,,
10.1725,state,STAND,,,,
10.203,state,ANKLE_RECOVER,,,,
10.2045,state,STAND,,,,
10.2145,state,ANKLE_RECOVER,,,,
10.215,state,STAND,,,,
10.2165,state,ANKLE_RECOVER,,,,
10.218,state,STAND,,,,
10.2225,state,ANKLE_RECOVER,,,,
10.2235,state,STAND,,,,
10.2285,state,ANKLE_RECOVER,,,,
10.237,state,STAND,,,,
10.2405,state,ANKLE_RECOVER,,,,
10.247,state,STAND,,,,
10.2475,state,ANKLE_RECOVER,,,,
10.248,state,STAND,,,,
10.2525,state,ANKLE_RECOVER,,,,
10.254,state,STAND,,,,
10.256,state,ANKLE_RECOVER,,,,
10.2575,state,STAND,,,,
10.259,state,ANKLE_RECOVER,,,,
10.2655,state,STAND,,,,
10.2665,state,ANKLE_RECOVER,,,,
10.267,state,STAND,,,,
10.2685,state,ANKLE_RECOVER,,,,
10.2695,state,STAND,,,,
10.2715,state,ANKLE_RECOVER,,,,
10.277,state,STAND,,,,
10.292,state,ANKLE_RECOVER,,,,
10.293,state,STAND,,,,
10.2965,state,ANKLE_RECOVER,,,,
10.297,state,STAND,,,,
10.298,state,ANKLE_RECOVER,,,,
10.299,state,STAND,,,,
10.306,state,ANKLE_RECOVER,,,,
10.3065,state,STAND,,,,
10.3095,state,ANKLE_RECOVER,,,,
10.31,state,STAND,,,,
10.317,state,ANKLE_RECOVER,,,,
10.3185,state,STAND,,,,
10.3215,state,ANKLE_RECOVER,,,,
10.322,state,STAND,,,,
10.3245,state,ANKLE_RECOVER,,,,
10.325,state,STAND,,,,
10.3305,state,ANKLE_RECOVER,,,,
10.3325,state,STAND,,,,
10.3475,state,ANKLE_RECOVER,,,,
10.3505,state,STAND,,,,
10.3555,state,ANKLE_RECOVER,,,,
10.356,state,STAND,,,,
10.3605,state,ANKLE_RECOVER,,,,
10.361,state,STAND,,,,
10.363,state,ANKLE_RECOVER,,,,
10.3635,state,STAND,,,,
10.388,state,ANKLE_RECOVER,,,,
10.3885,state,STAND,,,,
10.4015,state,ANKLE_RECOVER,,,,
10.402,state,STAND,,,,
10.407,state,ANKLE_RECOVER,,,,
10.4075,state,STAND,,,,
10.4135,state,ANKLE_RECOVER,,,,
10.4145,state,STAND,,,,
10.438,state,ANKLE_RECOVER,,,,
10.4385,state,STAND,,,,
10.4415,state,ANKLE_RECOVER,,,,
10.442,state,STAND,,,,
10.446,state,ANKLE_RECOVER,,,,
10.4465,state,STAND,,,,
10.4475,state,ANKLE_RECOVER,,,,
10.448,state,STAND,,,,
10.451,state,ANKLE_RECOVER,,,,
10.4515,state,STAND,,,,
10.4665,state,ANKLE_RECOVER,,,,
10.467,state,STAND,,,,
10.5015,state,ANKLE_RECOVER,,,,
10.502,state,STAND,,,,
10.5105,state,ANKLE_RECOVER,,,,
10.5115,state,STAND,,,,
10.5125,state,ANKLE_RECOVER,,,,
10.5135,state,STAND,,,,
10.516,state,ANKLE_RECOVER,,,,
10.5165,state,STAND,,,,
10.5175,state,ANKLE_RECOVER,,,,
10.518,state,STAND,,,,
10.5185,state,ANKLE_RECOVER,,,,
10.5195,state,STAND,,,,
10.5215,state,ANKLE_RECOVER,,,,
10.522,state,STAND,,,,
10.556,state,ANKLE_RECOVER,,,,
10.557,state,STAND,,,,
10.5605,state,ANKLE_RECOVER,,,,
10.561,state,STAND,,,,
10.567,state,ANKLE_RECOVER,,,,
10.5675,state,STAND,,,,
10.605,state,ANKLE_RECOVER,,,,
10.606,state,STAND,,,,
10.609,state,ANKLE_RECOVER,,,,
10.6105,state,STAND,,,,
10.614,state,ANKLE_RECOVER,,,,
10.615,state,STAND,,,,
10.6295,state,ANKLE_RECOVER,,,,
10.6305,state,STAND,,,,
10.634,state,ANKLE_RECOVER,,,,
10.635,state,STAND,,,,
10.637,state,ANKLE_RECOVER,,,,
10.6375,state,STAND,,,,
10.6425,state,ANKLE_RECOVER,,,,
10.6435,state,STAND,,,,
10.6495,state,ANKLE_RECOVER,,,,
10.65,state,STAND,,,,
10.6585,state,ANKLE_RECOVER,,,,
10.6595,state,STAND,,,,
10.662,state,ANKLE_RECOVER,,,,
10.6625,state,STAND,,,,
10.6635,state,ANKLE_RECOVER,,,,
10.6645,state,STAND,,,,
10.671,state,ANKLE_RECOVER,,,,
10.6715,state,STAND,,,,
10.691,state,ANKLE_RECOVER,,,,
10.692,state,STAND,,,,
10.6945,state,ANKLE_RECOVER,,,,
10.695,state,STAND,,,,
10.696,state,ANKLE_RECOVER,,,,
10.6965,state,STAND,,,,
10.6995,state,ANKLE_RECOVER,,,,
10.7,state,STAND,,,,
10.7075,state,ANKLE_RECOVER,,,,
10.708,state,STAND,,,,
10.7095,state,ANKLE_RECOVER,,,,
10.71,state,STAND,,,,
10.717,state,ANKLE_RECOVER,,,,
10.718,state,STAND,,,,
10.7485,state,ANKLE_RECOVER,,,,
10.75,state,STAND,,,,
10.7505,state,ANKLE_RECOVER,,,,
10.7515,state,STAND,,,,
10.7545,state,ANKLE_RECOVER,,,,
10.7555,state,STAND,,,,
10.7575,state,ANKLE_RECOVER,,,,
10.758,state,STAND,,,,
10.7665,state,ANKLE_RECOVER,,,,
10.767,state,STAND,,,,
10.7675,state,ANKLE_RECOVER,,,,
10.7695,state,STAND,,,,
10.7735,state,ANKLE_RECOVER,,,,
10.774,state,STAND,,,,
10.7815,state,ANKLE_RECOVER,,,,
10.782,state,STAND,,,,
10.7845,state,ANKLE_RECOVER,,,,
10.785,state,STAND,,,,
10.7895,state,ANKLE_RECOVER,,,,
10.7925,state,STAND,,,,
10.7935,state,ANKLE_RECOVER,,,,
10.794,state,STAND,,,,
10.7965,state,ANKLE_RECOVER,,,,
10.797,state,STAND,,,,
10.798,state,ANKLE_RECOVER,,,,
10.7985,state,STAND,,,,
10.808,state,ANKLE_RECOVER,,,,
10.8085,state,STAND,,,,
10.8525,state,ANKLE_RECOVER,,,,
10.853,state,STAND,,,,
10.859,state,ANKLE_RECOVER,,,,
10.861,state,STAND,,,,
10.8645,state,ANKLE_RECOVER,,,,
10.8655,state,STAND,,,,
10.868,state,ANKLE_RECOVER,,,,
10.869,state,STAND,,,,
10.8765,state,ANKLE_RECOVER,,,,
10.877,state,STAND,,,,
10.8925,state,ANKLE_RECOVER,,,,
10.893,state,STAND,,,,
10.9045,state,ANKLE_RECOVER,,,,
10.905,state,STAND,,,,
10.9115,state,ANKLE_RECOVER,,,,
10.912,state,STAND,,,,
10.915,state,ANKLE_RECOVER,,,,
10.916,state,STAND,,,,
10.9225,state,ANKLE_RECOVER,,,,
10.923,state,STAND,,,,
10.94,state,ANKLE_RECOVER,,,,
10.9405,state,STAND,,,,
10.954,state,ANKLE_RECOVER,,,,
10.955,state,STAND,,,,
10.9595,state,ANKLE_RECOVER,,,,
10.9615,state,STAND,,,,
10.9985,state,ANKLE_RECOVER,,,,
10.999,state,STAND,,,,
11.0225,state,ANKLE_RECOVER,,,,
11.023,state,STAND,,,,
11.04,state,ANKLE_RECOVER,,,,
11.041,state,STAND,,,,
11.0735,state,ANKLE_RECOVER,,,,
11.074,state,STAND,,,,
11.081,state,ANKLE_RECOVER,,,,
11.0815,state,STAND,,,,
11.0835,state,ANKLE_RECOVER,,,,
11.084,state,STAND,,,,
11.0935,state,ANKLE_RECOVER,,,,
11.094,state,STAND,,,,
11.0965,state,ANKLE_RECOVER,,,,
11.097,state,STAND,,,,
11.134,state,ANKLE_RECOVER,,,,
11.1345,state,STAND,,,,
11.152,state,ANKLE_RECOVER,,,,
11.1525,state,STAND,,,,
11.1555,state,ANKLE_RECOVER,,,,
11.156,state,STAND,,,,
11.1695,state,ANKLE_RECOVER,,,,
11.17,state,STAND,,,,
11.1975,state,ANKLE_RECOVER,,,,
11.198,state,STAND,,,,
11.2,state,ANKLE_RECOVER,,,,
11.2005,state,STAND,,,,
11.2265,state,ANKLE_RECOVER,,,,
11.2285,state,STAND,,,,
11.231,state,ANKLE_RECOVER,,,,
11.232,state,STAND,,,,
11.234,state,ANKLE_RECOVER,,,,
11.2365,state,STAND,,,,
11.2625,state,ANKLE_RECOVER,,,,
11.263,state,STAND,,,,
11.3005,state,ANKLE_RECOVER,,,,
11.3015,state,STAND,,,,
11.3025,state,ANKLE_RECOVER,,,,
11.303,state,STAND,,,,
11.312,state,ANKLE_RECOVER,,,,
11.3125,state,STAND,,,,
11.3395,state,ANKLE_RECOVER,,,,
11.34,state,STAND,,,,
11.3445,state,ANKLE_RECOVER,,,,
11.345,state,STAND,,,,
11.3695,state,ANKLE_RECOVER,,,,
11.371,state,STAND,,,,
11.373,state,ANKLE_RECOVER,,,,
11.374,state,STAND,,,,
11.376,state,ANKLE_RECOVER,,,,
11.379,state,STAND,,,,
11.385,state,ANKLE_RECOVER,,,,
11.3855,state,STAND,,,,
11.3895,state,ANKLE_RECOVER,,,,
11.39,state,STAND,,,,
11.398,state,ANKLE_RECOVER,,,,
11.3985,state,STAND,,,,
11.4275,state,ANKLE_RECOVER,,,,
11.428,state,STAND,,,,
11.437,state,ANKLE_RECOVER,,,,
11.438,state,STAND,,,,
11.4435,state,ANKLE_RECOVER,,,,
11.444,state,STAND,,,,
11.4625,state,ANKLE_RECOVER,,,,
11.463,state,STAND,,,,
11.4685,state,ANKLE_RECOVER,,,,
11.469,state,STAND,,,,
11.4815,state,ANKLE_RECOVER,,,,
11.4835,state,STAND,,,,
11.4855,state,ANKLE_RECOVER,,,,
11.486,state,STAND,,,,
11.4945,state,ANKLE_RECOVER,,,,
11.495,state,STAND,,,,
11.4955,state,ANKLE_RECOVER,,,,
11.496,state,STAND,,,,
11.4985,state,ANKLE_RECOVER,,,,
11.499,state,STAND,,,,
11.5,push,right 30N,0.0,-30.0,0.011807107992542533,0.05331639827694606
11.515,state,ANKLE_RECOVER,,,,
11.668,state,STAND,,,,
11.721,state,ANKLE_RECOVER,,,,
11.7325,state,STAND,,,,
11.7375,state,ANKLE_RECOVER,,,,
11.746,state,STAND,,,,
11.749,state,ANKLE_RECOVER,,,,
11.7515,state,STAND,,,,
11.768,state,ANKLE_RECOVER,,,,
11.7745,state,STAND,,,,
11.7785,state,ANKLE_RECOVER,,,,
11.7855,state,STAND,,,,
11.787,state,ANKLE_RECOVER,,,,
11.805,state,STAND,,,,
11.8415,state,ANKLE_RECOVER,,,,
11.853,state,STAND,,,,
11.8585,state,ANKLE_RECOVER,,,,
12.1245,state,STAND,,,,
12.1305,state,ANKLE_RECOVER,,,,
12.14,state,STAND,,,,
12.146,state,ANKLE_RECOVER,,,,
12.1545,state,STAND,,,,
12.1605,state,ANKLE_RECOVER,,,,
12.168,state,STAND,,,,
12.173,state,ANKLE_RECOVER,,,,
12.1815,state,STAND,,,,
12.185,state,ANKLE_RECOVER,,,,
12.1905,state,STAND,,,,
12.193,state,ANKLE_RECOVER,,,,
12.1965,state,STAND,,,,
12.2055,state,ANKLE_RECOVER,,,,
12.2065,state,STAND,,,,
12.2125,state,ANKLE_RECOVER,,,,
12.2185,state,STAND,,,,
12.224,state,ANKLE_RECOVER,,,,
12.2325,state,STAND,,,,
12.2365,state,ANKLE_RECOVER,,,,
12.3995,state,STAND,,,,
12.4045,state,ANKLE_RECOVER,,,,
12.4135,state,STAND,,,,
12.422,state,ANKLE_RECOVER,,,,
12.4275,state,STAND,,,,
12.434,state,ANKLE_RECOVER,,,,
12.4435,state,STAND,,,,
12.4495,state,ANKLE_RECOVER,,,,
12.459,state,STAND,,,,
12.4635,state,ANKLE_RECOVER,,,,
12.473,state,STAND,,,,
12.4955,state,ANKLE_RECOVER,,,,
12.5045,state,STAND,,,,
12.509,state,ANKLE_RECOVER,,,,
12.6795,state,STAND,,,,
12.6815,state,ANKLE_RECOVER,,,,
12.682,state,STAND,,,,
12.6875,state,ANKLE_RECOVER,,,,
12.6935,state,STAND,,,,
12.694,state,ANKLE_RECOVER,,,,
12.697,state,STAND,,,,
12.7195,state,ANKLE_RECOVER,,,,
12.7295,state,STAND,,,,
12.735,state,ANKLE_RECOVER,,,,
12.7465,state,STAND,,,,
12.751,state,ANKLE_RECOVER,,,,
12.7595,state,STAND,,,,
12.781,state,ANKLE_RECOVER,,,,
12.788,state,STAND,,,,
12.793,state,ANKLE_RECOVER,,,,
12.876,state,STAND,,,,
12.9305,state,ANKLE_RECOVER,,,,
12.934,state,STAND,,,,
12.9385,state,ANKLE_RECOVER,,,,
12.9535,state,STAND,,,,
12.9675,state,ANKLE_RECOVER,,,,
12.9725,state,STAND,,,,
12.978,state,ANKLE_RECOVER,,,,
12.9825,state,STAND,,,,
12.986,state,ANKLE_RECOVER,,,,
12.9875,state,STAND,,,,
12.989,state,ANKLE_RECOVER,,,,
12.99,state,STAND,,,,
12.992,state,ANKLE_RECOVER,,,,
12.998,state,STAND,,,,
13.0025,state,ANKLE_RECOVER,,,,
13.008,state,STAND,,,,
13.012,state,ANKLE_RECOVER,,,,
13.0135,state,STAND,,,,
13.014,state,ANKLE_RECOVER,,,,
13.057,state,STAND,,,,
13.058,state,ANKLE_RECOVER,,,,
13.0585,state,STAND,,,,
13.0615,state,ANKLE_RECOVER,,,,
13.062,state,STAND,,,,
13.065,state,ANKLE_RECOVER,,,,
13.066,state,STAND,,,,
13.0805,state,ANKLE_RECOVER,,,,
13.085,state,STAND,,,,
13.0905,state,ANKLE_RECOVER,,,,
13.092,state,STAND,,,,
13.0945,state,ANKLE_RECOVER,,,,
13.095,state,STAND,,,,
13.096,state,ANKLE_RECOVER,,,,
13.0975,state,STAND,,,,
13.1075,state,ANKLE_RECOVER,,,,
13.115,state,STAND,,,,
13.1185,state,ANKLE_RECOVER,,,,
13.125,state,STAND,,,,
13.126,state,ANKLE_RECOVER,,,,
13.128,state,STAND,,,,
13.1355,state,ANKLE_RECOVER,,,,
13.1365,state,STAND,,,,
13.138,state,ANKLE_RECOVER,,,,
13.1385,state,STAND,,,,
13.14,state,ANKLE_RECOVER,,,,
13.142,state,STAND,,,,
13.1445,state,ANKLE_RECOVER,,,,
13.145,state,STAND,,,,
13.1475,state,ANKLE_RECOVER,,,,
13.151,state,STAND,,,,
13.173,state,ANKLE_RECOVER,,,,
13.1735,state,STAND,,,,
13.1775,state,ANKLE_RECOVER,,,,
13.178,state,STAND,,,,
13.18,state,ANKLE_RECOVER,,,,
13.1805,state,STAND,,,,
13.253,state,ANKLE_RECOVER,,,,
13.2535,state,STAND,,,,
13.272,state,ANKLE_RECOVER,,,,
13.2725,state,STAND,,,,
13.2785,state,ANKLE_RECOVER,,,,
13.279,state,STAND,,,,
13.28,state,ANKLE_RECOVER,,,,
13.2805,state,STAND,,,,
13.3115,state,ANKLE_RECOVER,,,,
13.312,state,STAND,,,,
13.3155,state,ANKLE_RECOVER,,,,
13.316,state,STAND,,,,
13.3255,state,ANKLE_RECOVER,,,,
13.326,state,STAND,,,,
13.419,state,ANKLE_RECOVER,,,,
13.4195,state,STAND,,,,
13.4575,state,ANKLE_RECOVER,,,,
13.458,state,STAND,,,,
13.4765,state,ANKLE_RECOVER,,,,
13.477,state,STAND,,,,
13.5175,state,ANKLE_RECOVER,,,,
13.518,state,STAND,,,,
13.525,state,ANKLE_RECOVER,,,,
13.5255,state,STAND,,,,
13.5365,state,ANKLE_RECOVER,,,,
13.5375,state,STAND,,,,
13.576,state,ANKLE_RECOVER,,,,
13.577,state,STAND,,,,
13.583,state,ANKLE_RECOVER,,,,
13.586,state,STAND,,,,
13.591,state,ANKLE_RECOVER,,,,
13.592,state,STAND,,,,
13.598,state,ANKLE_RECOVER,,,,
13.5985,state,STAND,,,,
13.607,state,ANKLE_RECOVER,,,,
13.6075,state,STAND,,,,
13.6085,state,ANKLE_RECOVER,,,,
13.609,state,STAND,,,,
13.611,state,ANKLE_RECOVER,,,,
13.6115,state,STAND,,,,
13.618,state,ANKLE_RECOVER,,,,
13.6185,state,STAND,,,,
13.621,state,ANKLE_RECOVER,,,,
13.6215,state,STAND,,,,
13.6305,state,ANKLE_RECOVER,,,,
13.631,state,STAND,,,,
13.6345,state,ANKLE_RECOVER,,,,
13.635,state,STAND,,,,
13.6535,state,ANKLE_RECOVER,,,,
13.654,state,STAND,,,,
13.6845,state,ANKLE_RECOVER,,,,
13.6855,state,STAND,,,,
13.692,state,ANKLE_RECOVER,,,,
13.6925,state,STAND,,,,
13.6965,state,ANKLE_RECOVER,,,,
13.697,state,STAND,,,,
13.7065,state,ANKLE_RECOVER,,,,
13.707,state,STAND,,,,
13.7135,state,ANKLE_RECOVER,,,,
13.714,state,STAND,,,,
13.722,state,ANKLE_RECOVER,,,,
13.7225,state,STAND,,,,
13.745,state,ANKLE_RECOVER,,,,
13.7455,state,STAND,,,,
13.78,state,ANKLE_RECOVER,,,,
13.7805,state,STAND,,,,
13.823,state,ANKLE_RECOVER,,,,
13.8235,state,STAND,,,,
13.83,state,ANKLE_RECOVER,,,,
13.8305,state,STAND,,,,
13.831,state,ANKLE_RECOVER,,,,
13.8315,state,STAND,,,,
13.834,state,ANKLE_RECOVER,,,,
13.8345,state,STAND,,,,
13.838,state,ANKLE_RECOVER,,,,
13.8385,state,STAND,,,,
13.845,state,ANKLE_RECOVER,,,,
13.8455,state,STAND,,,,
13.846,state,ANKLE_RECOVER,,,,
13.8465,state,STAND,,,,
13.85,state,ANKLE_RECOVER,,,,
13.8505,state,STAND,,,,
13.8565,state,ANKLE_RECOVER,,,,
13.857,state,STAND,,,,
13.858,state,ANKLE_RECOVER,,,,
13.8595,state,STAND,,,,
13.8615,state,ANKLE_RECOVER,,,,
13.8685,state,STAND,,,,
13.8705,state,ANKLE_RECOVER,,,,
13.875,state,STAND,,,,
13.876,state,ANKLE_RECOVER,,,,
13.8775,state,STAND,,,,
13.88,state,ANKLE_RECOVER,,,,
13.8805,state,STAND,,,,
13.898,state,ANKLE_RECOVER,,,,
13.8985,state,STAND,,,,
13.9085,state,ANKLE_RECOVER,,,,
13.909,state,STAND,,,,
13.91,state,ANKLE_RECOVER,,,,
13.911,state,STAND,,,,
13.922,state,ANKLE_RECOVER,,,,
13.923,state,STAND,,,,
13.9255,state,ANKLE_RECOVER,,,,
13.926,state,STAND,,,,
13.9315,state,ANKLE_RECOVER,,,,
13.932,state,STAND,,,,
13.9505,state,ANKLE_RECOVER,,,,
13.951,state,STAND,,,,
13.954,state,ANKLE_RECOVER,,,,
13.9545,state,STAND,,,,
13.957,state,ANKLE_RECOVER,,,,
13.9575,state,STAND,,,,
13.9585,state,ANKLE_RECOVER,,,,
13.9595,state,STAND,,,,
13.9835,state,ANKLE_RECOVER,,,,
13.984,state,STAND,,,,
13.9865,state,ANKLE_RECOVER,,,,
13.9875,state,STAND,,,,
13.9905,state,ANKLE_RECOVER,,,,
13.9915,state,STAND,,,,
13.9935,state,ANKLE_RECOVER,,,,
13.9945,state,STAND,,,,
