t,com_x,com_y,com_z,vel_x,vel_y,speed,cp_x,cp_y,cp_margin,roll,pitch,yaw,tilt,lf_x,lf_y,lf_z,rf_x,rf_y,rf_z,left_contact,right_contact,state
13.515,1.1553287645485595,-0.004679236132514959,0.23524720113440067,0.09801800203850232,0.006658915483701304,0.09824393049465663,1.1705074295007172,-0.0036480638481407616,0.015067360022486164,-0.00010097792790002444,-0.0002490359628273003,-0.19815460694807566,0.0002490359628273003,1.1593699327688254,0.007284576129373071,0.02999011981023443,1.0991472767771866,-0.05267923247273951,0.06749514559505723,1,0,WALK
13.52,1.1560340017856674,-0.004718874139817979,0.23538889700796775,0.10226400895055522,-0.0013730332398099593,0.10227322595340806,1.1718749544847433,-0.004931560448806753,0.013774637841213664,-0.00032707093611650923,-9.971974175416383e-05,-0.19816974067966112,0.00032707093611650923,1.1593721565325348,0.007293801709979582,0.029997598987601556,1.1015654616392088,-0.05317314372860654,0.06835142256805382,1,0,WALK
13.525,1.1567457419489753,-0.004790949494771831,0.23552954556546576,0.0983656314970101,-0.007159787278064236,0.09862585874745383,1.1719873776748932,-0.005900349880928393,0.012802314905447237,-0.0004285961214485622,9.646886443878306e-05,-0.19825376614932777,0.0004285961214485622,1.1593738703411036,0.007297335213624371,0.03000158466534948,1.1039610671060196,-0.05365915293056839,0.06923329504921302,1,0,WALK
13.53,1.1574172239036022,-0.004883822438388057,0.23566153360818323,0.08910910292530554,-0.011980031779567848,0.08991080794649858,1.1712284399112591,-0.006740633934121549,0.01195837733112283,-0.0003945096373603843,9.879982859648433e-05,-0.19833158892370592,0.0003945096373603843,1.1593734502029356,0.007300988734755619,0.030002290334614365,1.1063361130068108,-0.05413721687571148,0.07011965702638075,1,0,WALK
13.535,1.1580478097278533,-0.004998674045291828,0.23578711433598798,0.08627371152930662,-0.018509720153025842,0.0882369709429406,1.1714231245170383,-0.00786830060149192,0.01083192654995118,-0.00023649359990545542,-4.1973320354735936e-05,-0.19835916214961657,0.00023649359990545542,1.159369655100464,0.007299772848556898,0.029994741745868927,1.1086830272753792,-0.054611211091523504,0.07101613719934768,1,0,WALK
13.54,1.1586939674903212,-0.005145865211894332,0.23591499000516342,0.09436430442499177,-0.02485032781970482,0.09758155943803787,1.1733275616944652,-0.008999542885559276,0.009703669255450449,6.143962354832759e-05,-8.467240708193465e-05,-0.19831492209190474,8.467240708193465e-05,1.1593695430244366,0.007296787858990273,0.02999123058140686,1.1110230498404472,-0.05508319008769157,0.07193905253580132,1,0,WALK
13.545,1.1593590102382554,-0.005304324638592287,0.23606371499621318,0.09467277702066101,-0.023971663330832345,0.09766051070750435,1.1740450679805865,-0.009022914532490668,0.009689298527285466,0.00035813812620844135,3.5204030839400495e-05,-0.1983197859488448,0.00035813812620844135,1.15936802229846,0.007287786940223865,0.029997483679771952,1.113332308812718,-0.05554195802406049,0.07291753488264521,1,0,WALK
13.55,1.1600055388590793,-0.005449307499317253,0.23621083661327727,0.08819233611396017,-0.020685527214241394,0.09058575597393248,1.1736905845557615,-0.00865913726072717,0.01006213502915803,0.0006135086456119453,2.326607248157989e-05,-0.19830387098183686,0.0006135086456119453,1.1593658607993043,0.007278727710114798,0.030003297446270324,1.1156216000841006,-0.05598543487550131,0.07392085009331627,1,0,WALK
13.555,1.1606393719856363,-0.005580712112435401,0.2363616470681129,0.09202768518061943,-0.019474831988739297,0.09406574254580051,1.1749241171885998,-0.00860363953132749,0.010125201234633131,0.0008300766124317404,-1.6871301753038655e-05,-0.19827469606350454,0.0008300766124317404,1.159363044801501,0.0072711592340393765,0.03000839589624471,1.1178850990380305,-0.056409875661051635,0.07495645557606456,1,0,WALK
13.56,1.1612891769256488,-0.005704470687477426,0.23651571102811786,0.09346052538395525,-0.01777301512208865,0.09513542910806119,1.175801058038835,-0.008464137203528132,0.01027136561639936,0.0010070977519348523,2.507550945373011e-05,-0.19825779728577772,0.0010070977519348523,1.1593608529250188,0.007264497180072508,0.030013144103515604,1.1201278662147733,-0.056815636852543046,0.07602787886054965,1,0,WALK
13.565,1.1619569953492206,-0.005817601401310124,0.2366039002766339,0.09041887306214913,-0.01309562239704366,0.09136228944041949,1.175999207688218,-0.007851374928704347,0.010865124562660155,0.0008274919412711763,0.00016876939072768803,-0.1994261989898963,0.0008274919412711763,1.1593276874600065,0.007283500508635496,0.030016448932781395,1.1227107870853739,-0.05734277177246236,0.07620487746969279,1,0,WALK
13.57,1.1626090345545346,-0.005910128425559055,0.23668294521085415,0.08676085972929343,-0.013712463700503864,0.08783779620245356,1.1760854014322935,-0.008040054203179594,0.0106390512506812,0.0006657391403167073,-4.17826701547257e-05,-0.20022575441895793,0.0006657391403167073,1.1593519898059035,0.007320894546139205,0.030005906901132737,1.1253510526247394,-0.057844388869125976,0.07637889520206821,1,0,WALK
13.575,1.1632842126636513,-0.006006176919682253,0.23675934965895926,0.09411247269132304,-0.012690722911367273,0.0949642667748671,1.1779048481488523,-0.007977716168675944,0.01070493396208783,0.00032904224109287574,-0.00013938013475789656,-0.20040431286058588,0.00032904224109287574,1.1593571805902223,0.0073173498692362254,0.029998220107636947,1.1280380005361017,-0.05840857514903993,0.07656540154619242,1,0,WALK
13.58,1.163986646473809,-0.006093845556506203,0.2368567004359509,0.09975883549219458,-0.013747733013096317,0.10070166543686415,1.179487646060481,-0.008230033320750488,0.010444517781184768,-1.9218003719655783e-06,2.275698430527715e-05,-0.20041397201664765,2.275698430527715e-05,1.1593577873593344,0.007325448898064742,0.029990113989697975,1.1307114150983288,-0.058950911439817406,0.07681375480990434,1,0,WALK
13.585,1.1646827766921863,-0.006195276103142244,0.2369614533525549,0.09155053597293548,-0.01844312618565374,0.09338977214037789,1.1789114772545872,-0.009061689905545534,0.009608569126835729,-0.0002618370529924725,7.365888960496096e-05,-0.20041520572410637,0.0002618370529924725,1.1593605329905072,0.0073297409676187355,0.029997220042407263,1.1333873557704153,-0.059491834868146465,0.07709830004897697,1,0,WALK
